index,timestamp,source_ip,dest_ip,source_port,dest_port,user_id,event_type,log_source,src_hostname,dest_hostname,process_name,command_line,bytes_in,bytes_out,protocol,status_code,label,attack_stage,threat_family,confidence_score
39,2026-02-15T03:05:00Z,10.0.4.104,10.0.1.10,41130,443,corp\jdoe,process_exec,Zeek,WIN-WS22,FILE01,chrome.exe,,500,3588574,TCP,403,benign,none,none,0.11
40,2026-02-14T10:06:00Z,10.0.4.252,198.51.100.45,45360,88,corp\admin,file_access,Zeek,WIN-SRV50,DC01,winlogon.exe,,4743,9186570,TCP,0,benign,none,none,0.1
41,2026-02-14T19:22:00Z,10.0.8.169,151.101.1.69,45311,443,corp\jdoe,network_flow,Sysmon,WIN-SRV50,FILE01,winlogon.exe,,9745,5479348,TCP,0,benign,none,none,0.13
42,2026-02-15T01:37:00Z,10.0.4.15,203.0.113.88,44937,445,corp\asmith,file_access,Zeek,WIN-WS21,ext-news,backup.exe,,1606,4172818,TCP,0,benign,none,none,0.07
43,2026-02-15T06:56:00Z,10.0.3.80,203.0.113.88,61822,88,corp\asmith,process_exec,Zeek,WIN-WS21,DC01,backup.exe,,2588,6631868,TCP,200,benign,none,none,0.03
44,2026-02-15T01:59:00Z,10.0.5.248,203.0.113.88,64505,445,corp\asmith,file_access,Sysmon,WIN-WS21,ext-news,chrome.exe,,1499,5320512,TCP,403,benign,none,none,0.07
45,2026-02-14T16:24:00Z,10.0.3.168,203.0.113.88,50580,445,corp\asmith,network_flow,Windows_EventLog,WIN-WS21,ext-news,backup.exe,,3492,9296239,TCP,403,benign,none,none,0.03
46,2026-02-14T11:26:00Z,10.0.4.95,203.0.113.88,51057,3389,corp\jdoe,login,Zeek,WIN-WS22,FILE01,winlogon.exe,,4683,5314578,TCP,200,benign,none,none,0.09
47,2026-02-15T02:02:00Z,10.0.2.140,198.51.100.45,45353,88,corp\admin,login,Zeek,WIN-SRV50,DC01,powershell.exe,,2975,455658,TCP,0,benign,none,none,0.05
48,2026-02-14T19:59:00Z,10.0.3.201,198.51.100.45,53516,88,corp\admin,process_exec,Zeek,WIN-SRV50,,powershell.exe,,7036,3737338,TCP,403,benign,none,none,0.08
49,2026-02-15T01:08:00Z,10.0.4.141,10.0.1.10,59196,3389,corp\admin,process_exec,Zeek,WIN-SRV50,FILE01,powershell.exe,,7733,1711931,TCP,0,benign,none,none,0.02
50,2026-02-14T13:08:00Z,10.0.9.170,151.101.1.69,50575,443,corp\asmith,login,Zeek,WIN-WS22,ext-news,chrome.exe,,8995,7563287,TCP,403,benign,none,none,0.1
51,2026-02-14T23:12:00Z,10.0.6.178,151.101.1.69,51086,88,corp\jdoe,login,Sysmon,WIN-SRV50,DC01,powershell.exe,,7640,7096827,TCP,403,benign,none,none,0.02
52,2026-02-15T02:09:00Z,10.0.9.191,198.51.100.45,60508,443,corp\jdoe,network_flow,Sysmon,WIN-WS22,FILE01,backup.exe,,8441,4119519,TCP,0,benign,none,none,0.09
53,2026-02-15T01:38:00Z,10.0.7.73,151.101.1.69,53585,88,corp\jdoe,process_exec,Windows_EventLog,WIN-WS22,DC01,backup.exe,,297,3819692,TCP,0,benign,none,none,0.05
54,2026-02-14T13:38:00Z,10.0.9.23,10.0.1.10,42941,88,corp\admin,network_flow,Windows_EventLog,WIN-SRV50,FILE01,winlogon.exe,,9850,7525627,TCP,200,benign,none,none,0.11
55,2026-02-15T00:39:00Z,10.0.9.184,198.51.100.45,45070,3389,corp\asmith,network_flow,Windows_EventLog,WIN-WS22,ext-news,chrome.exe,,5552,277838,TCP,403,benign,none,none,0.04
56,2026-02-15T00:10:00Z,10.0.1.126,151.101.1.69,57566,445,corp\jdoe,network_flow,Windows_EventLog,WIN-WS21,ext-news,winlogon.exe,,4959,3261920,TCP,200,benign,none,none,0.08
57,2026-02-15T05:45:00Z,10.0.7.130,198.51.100.45,44058,88,corp\admin,network_flow,Sysmon,WIN-WS21,FILE01,winlogon.exe,,9187,762508,TCP,200,benign,none,none,0.14
58,2026-02-14T15:46:00Z,10.0.4.140,10.0.1.10,50184,88,corp\jdoe,login,Zeek,WIN-WS21,DC01,powershell.exe,,2966,1000184,TCP,403,benign,none,none,0.09
59,2026-02-14T20:22:00Z,10.0.5.31,10.0.1.10,62704,443,corp\jdoe,process_exec,Windows_EventLog,WIN-SRV50,FILE01,backup.exe,,8397,262415,TCP,200,benign,none,none,0.05
60,2026-02-15T03:19:00Z,10.0.4.192,151.101.1.69,61914,445,corp\jdoe,login,Zeek,WIN-SRV50,DC01,chrome.exe,,5040,366777,,200,benign,none,none,0.13
61,2026-02-15T04:18:00Z,10.0.4.156,151.101.1.69,40236,443,corp\asmith,network_flow,Windows_EventLog,WIN-WS22,FILE01,,,8011,9132667,TCP,403,benign,none,none,0.07
62,2026-02-15T05:15:00Z,10.0.9.131,10.0.1.10,64814,445,corp\asmith,process_exec,Windows_EventLog,WIN-SRV50,FILE01,backup.exe,,1527,2495795,TCP,403,benign,none,none,0.07
63,2026-02-14T10:27:00Z,10.0.7.158,198.51.100.45,49574,3389,corp\asmith,file_access,Windows_EventLog,WIN-SRV50,ext-news,powershell.exe,,6047,5805862,TCP,0,benign,none,none,0.13
64,2026-02-14T10:32:00Z,10.0.3.106,203.0.113.88,58655,88,corp\jdoe,process_exec,Sysmon,WIN-WS21,FILE01,backup.exe,,3779,5297004,TCP,200,benign,none,none,0.08
65,2026-02-14T12:07:00Z,10.0.2.28,203.0.113.88,51036,445,corp\jdoe,network_flow,Zeek,WIN-WS22,ext-news,winlogon.exe,,7149,3301100,TCP,200,benign,none,none,0.01
66,2026-02-14T22:09:00Z,10.0.4.21,203.0.113.88,49729,3389,corp\admin,process_exec,Sysmon,WIN-WS22,DC01,backup.exe,,7170,5457324,TCP,200,benign,none,none,0.1
67,2026-02-14T17:27:00Z,10.0.3.21,151.101.1.69,57372,445,corp\jdoe,file_access,Windows_EventLog,WIN-SRV50,DC01,chrome.exe,,4513,8148853,TCP,200,benign,none,none,0.04
68,2026-02-14T17:11:00Z,10.0.3.55,151.101.1.69,40346,3389,corp\asmith,network_flow,Windows_EventLog,WIN-SRV50,FILE01,chrome.exe,,2387,1350929,TCP,403,benign,none,none,0.13
69,2026-02-14T15:30:00Z,10.0.6.217,198.51.100.45,58805,445,corp\admin,process_exec,Windows_EventLog,WIN-WS21,FILE01,winlogon.exe,,9853,4154614,TCP,0,benign,none,none,0.04
70,2026-02-14T22:34:00Z,10.0.1.49,203.0.113.88,51390,443,corp\jdoe,file_access,Sysmon,WIN-WS21,DC01,backup.exe,,4605,2644450,TCP,200,benign,none,none,0.04
71,2026-02-14T12:24:00Z,10.0.4.24,203.0.113.88,64824,445,corp\admin,login,Zeek,WIN-WS22,DC01,winlogon.exe,,224,1959511,TCP,0,benign,none,none,0.05
72,2026-02-14T15:21:00Z,10.0.6.211,203.0.113.88,41803,445,corp\admin,process_exec,Windows_EventLog,WIN-SRV50,FILE01,chrome.exe,,2379,261216,TCP,0,benign,none,none,0.11
73,2026-02-15T06:53:00Z,10.0.4.103,203.0.113.88,54153,443,corp\admin,login,Zeek,WIN-WS22,DC01,chrome.exe,,2804,4812026,TCP,403,benign,none,none,0.04
74,2026-02-14T16:28:00Z,10.0.9.162,198.51.100.45,55472,88,corp\admin,network_flow,Sysmon,WIN-WS21,DC01,backup.exe,,8338,203144,TCP,200,benign,none,none,0.1
75,2026-02-14T19:18:00Z,10.0.2.130,151.101.1.69,49104,88,corp\admin,process_exec,Windows_EventLog,WIN-WS22,DC01,backup.exe,,5909,39081,TCP,200,benign,none,none,0.07
76,2026-02-14T08:07:00Z,10.0.5.79,203.0.113.88,61880,445,corp\asmith,process_exec,Zeek,WIN-SRV50,DC01,chrome.exe,,5199,8218848,TCP,200,benign,none,none,0.13
77,2026-02-14T22:17:00Z,10.0.8.161,10.0.1.10,54884,445,corp\asmith,file_access,Zeek,WIN-WS21,DC01,powershell.exe,,2929,4009182,TCP,403,benign,none,none,0.14
78,2026-02-14T21:40:00Z,10.0.9.51,203.0.113.88,61457,445,corp\admin,login,Sysmon,WIN-SRV50,ext-news,chrome.exe,,8735,4460488,TCP,0,benign,none,none,0.06
79,2026-02-14T23:51:00Z,10.0.9.97,198.51.100.45,61502,443,corp\admin,login,Sysmon,WIN-WS21,FILE01,backup.exe,,1264,5229215,TCP,403,benign,none,none,0.03
80,2026-02-14T14:14:00Z,10.0.2.158,203.0.113.88,44998,443,corp\asmith,file_access,Windows_EventLog,WIN-WS21,ext-news,backup.exe,,729,6314376,TCP,403,benign,none,none,0.09
81,2026-02-14T18:15:00Z,10.0.9.246,151.101.1.69,52180,445,corp\admin,process_exec,Zeek,WIN-WS21,FILE01,powershell.exe,,3905,4465317,TCP,403,benign,none,none,0.1
82,2026-02-14T08:40:00Z,10.0.5.150,198.51.100.45,55589,445,corp\admin,network_flow,Windows_EventLog,WIN-WS21,FILE01,powershell.exe,,6443,8639887,TCP,0,benign,none,none,0.14
83,2026-02-14T15:23:00Z,10.0.3.178,151.101.1.69,60609,3389,corp\asmith,login,Sysmon,WIN-WS21,DC01,chrome.exe,,3409,2835936,TCP,403,benign,none,none,0.09
84,2026-02-15T04:21:00Z,10.0.6.249,203.0.113.88,55267,445,corp\admin,process_exec,Sysmon,WIN-WS21,DC01,chrome.exe,,6164,9799732,TCP,0,benign,none,none,0.13
85,2026-02-15T02:17:00Z,10.0.5.116,198.51.100.45,54647,443,corp\asmith,file_access,Sysmon,WIN-WS21,,chrome.exe,,8879,4972110,TCP,200,benign,none,none,0.01
86,2026-02-15T07:35:00Z,10.0.4.163,198.51.100.45,58061,445,corp\admin,login,Sysmon,WIN-WS22,FILE01,chrome.exe,,5821,2946696,TCP,403,benign,none,none,0.01
87,2026-02-14T21:18:00Z,,198.51.100.45,40479,3389,corp\admin,file_access,Windows_EventLog,WIN-WS22,ext-news,winlogon.exe,,5458,1506002,TCP,200,benign,none,none,0.12
88,2026-02-15T03:46:00Z,10.0.2.109,151.101.1.69,58173,445,corp\asmith,login,Zeek,WIN-WS21,DC01,winlogon.exe,,3542,6585972,TCP,0,benign,none,none,0.02
89,2026-02-14T09:41:00Z,10.0.9.254,151.101.1.69,41274,443,corp\asmith,network_flow,Windows_EventLog,,ext-news,winlogon.exe,,416,6828854,TCP,0,benign,none,none,0.05
90,2026-02-15T00:04:00Z,10.0.8.80,151.101.1.69,47485,445,corp\jdoe,process_exec,Windows_EventLog,WIN-SRV50,ext-news,chrome.exe,,9598,1369945,TCP,403,benign,none,none,0.04
91,2026-02-14T17:33:00Z,10.0.5.135,198.51.100.45,51040,88,corp\admin,login,Zeek,WIN-SRV50,FILE01,powershell.exe,,5697,1636127,TCP,403,benign,none,none,0.11
92,2026-02-15T03:07:00Z,10.0.3.13,151.101.1.69,58876,3389,corp\asmith,login,Zeek,WIN-SRV50,DC01,winlogon.exe,,2641,3261304,TCP,0,benign,none,none,0.11
93,2026-02-15T05:41:00Z,10.0.7.22,203.0.113.88,41751,443,corp\jdoe,network_flow,Sysmon,WIN-SRV50,DC01,powershell.exe,,4387,7019379,TCP,0,benign,none,none,0.09
94,2026-02-15T02:58:00Z,10.0.6.175,10.0.1.10,54312,88,corp\asmith,file_access,Zeek,WIN-WS22,DC01,chrome.exe,,2464,6944732,TCP,200,benign,none,none,0.05
95,2026-02-15T06:00:00Z,10.0.3.51,10.0.1.10,50726,443,corp\admin,login,Windows_EventLog,WIN-WS21,FILE01,winlogon.exe,,9062,13991,TCP,200,benign,none,none,0.14
96,2026-02-14T15:59:00Z,10.0.8.79,151.101.1.69,46368,3389,corp\asmith,file_access,Zeek,WIN-WS22,ext-news,powershell.exe,,521,7900767,TCP,403,benign,none,none,0.03
97,2026-02-15T03:30:00Z,10.0.9.241,151.101.1.69,43983,443,corp\admin,login,Sysmon,WIN-WS22,ext-news,winlogon.exe,,3705,3475944,TCP,0,benign,none,none,0.06
98,2026-02-14T20:58:00Z,10.0.3.183,203.0.113.88,55159,443,corp\asmith,process_exec,Windows_EventLog,WIN-WS21,FILE01,,,6178,2883307,TCP,0,benign,none,none,0.02
99,2026-02-14T18:31:00Z,10.0.8.61,10.0.1.10,50846,88,corp\asmith,login,Zeek,WIN-WS21,DC01,chrome.exe,,2373,3824821,TCP,403,benign,none,none,0.03
100,2026-02-14T09:50:00Z,10.0.5.12,10.0.1.10,52363,3389,corp\asmith,process_exec,Zeek,WIN-WS22,FILE01,powershell.exe,,5838,4966307,TCP,200,benign,none,none,0.02
101,2026-02-15T04:53:00Z,10.0.5.136,151.101.1.69,47926,443,corp\jdoe,file_access,Windows_EventLog,WIN-SRV50,FILE01,chrome.exe,,4507,8570773,TCP,403,benign,none,none,0.09
102,2026-02-15T07:45:00Z,10.0.9.147,203.0.113.88,47979,88,corp\admin,network_flow,Windows_EventLog,WIN-SRV50,FILE01,backup.exe,,2825,9638278,TCP,403,benign,none,none,0.04
103,2026-02-14T15:49:00Z,10.0.4.53,198.51.100.45,60477,3389,corp\jdoe,process_exec,Zeek,WIN-WS21,ext-news,winlogon.exe,,452,5640699,TCP,200,benign,none,none,0.12
104,2026-02-14T10:30:00Z,10.0.2.18,10.0.1.10,43774,443,corp\admin,process_exec,Zeek,WIN-WS22,ext-news,chrome.exe,,5347,8113577,TCP,200,benign,none,none,0.06
105,2026-02-15T06:19:00Z,10.0.5.103,151.101.1.69,63567,3389,corp\jdoe,login,Zeek,WIN-WS22,ext-news,powershell.exe,,611,1983716,TCP,403,benign,none,none,0.08
106,2026-02-15T02:35:00Z,10.0.3.16,203.0.113.88,42130,443,corp\admin,process_exec,Sysmon,WIN-WS22,DC01,chrome.exe,,9149,7673919,TCP,403,benign,none,none,0.01
107,2026-02-15T05:47:00Z,10.0.1.32,198.51.100.45,63553,443,corp\asmith,file_access,Sysmon,WIN-WS21,DC01,winlogon.exe,,7819,3027996,TCP,403,benign,none,none,0.03
108,2026-02-15T06:57:00Z,10.0.2.63,198.51.100.45,58837,3389,corp\jdoe,network_flow,,WIN-SRV50,DC01,powershell.exe,,1525,7452349,TCP,403,benign,none,none,0.08
109,2026-02-15T07:29:00Z,10.0.7.86,203.0.113.88,58047,443,corp\admin,network_flow,Windows_EventLog,WIN-WS21,ext-news,powershell.exe,,6794,8315090,TCP,200,benign,none,none,0.07
110,2026-02-14T11:47:00Z,10.0.3.237,151.101.1.69,50552,443,corp\asmith,file_access,Zeek,WIN-WS22,ext-news,powershell.exe,,4691,655926,TCP,0,benign,none,none,0.08
111,2026-02-15T03:34:00Z,10.0.4.232,203.0.113.88,44232,445,corp\jdoe,process_exec,Windows_EventLog,WIN-WS22,ext-news,backup.exe,,5480,6511419,TCP,200,benign,none,none,0.02
112,2026-02-14T16:44:00Z,10.0.2.6,10.0.1.10,59501,3389,corp\jdoe,process_exec,Sysmon,WIN-WS22,DC01,winlogon.exe,,4566,9413045,TCP,403,benign,none,none,0.14
113,2026-02-14T22:40:00Z,10.0.3.248,203.0.113.88,57520,445,corp\admin,process_exec,Sysmon,WIN-SRV50,DC01,winlogon.exe,,5654,6102447,TCP,0,benign,none,none,0.1
114,2026-02-14T10:37:00Z,10.0.1.89,203.0.113.88,43161,445,corp\jdoe,process_exec,Zeek,WIN-WS21,DC01,winlogon.exe,,1180,550840,TCP,200,benign,none,none,0.01
115,2026-02-14T08:31:00Z,10.0.4.240,198.51.100.45,59497,3389,corp\jdoe,login,Zeek,WIN-WS21,FILE01,winlogon.exe,,420,2466669,TCP,0,benign,none,none,0.11
116,2026-02-14T10:53:00Z,10.0.9.220,10.0.1.10,60177,445,corp\jdoe,network_flow,Sysmon,WIN-WS21,ext-news,backup.exe,,7260,6849953,TCP,0,benign,none,none,0.13
117,2026-02-15T03:40:00Z,10.0.4.35,203.0.113.88,57271,443,corp\admin,login,Windows_EventLog,WIN-WS22,DC01,winlogon.exe,,8352,3069795,TCP,0,benign,none,none,0.03
118,2026-02-15T05:31:00Z,10.0.8.34,10.0.1.10,45732,445,corp\admin,network_flow,Windows_EventLog,WIN-WS22,DC01,winlogon.exe,,2549,5639401,TCP,200,benign,none,none,0.02
119,2026-02-14T10:47:00Z,10.0.8.125,10.0.1.10,51968,3389,corp\jdoe,process_exec,Sysmon,WIN-WS22,ext-news,chrome.exe,,636,1228871,TCP,0,benign,none,none,0.12
120,2026-02-15T07:32:00Z,10.0.9.91,198.51.100.45,54644,88,corp\admin,process_exec,Sysmon,WIN-WS22,ext-news,powershell.exe,,1625,1760135,TCP,200,benign,none,none,0.03
121,2026-02-15T05:06:00Z,10.0.1.26,198.51.100.45,57099,445,corp\asmith,file_access,Sysmon,WIN-WS22,ext-news,powershell.exe,,2446,6410428,TCP,200,benign,none,none,0.14
122,2026-02-14T20:13:00Z,10.0.6.216,151.101.1.69,49502,443,corp\asmith,network_flow,Zeek,WIN-SRV50,DC01,chrome.exe,,3702,9360685,TCP,200,benign,none,none,0.11
123,2026-02-15T05:21:00Z,10.0.2.234,151.101.1.69,51699,445,corp\asmith,process_exec,Windows_EventLog,WIN-SRV50,FILE01,winlogon.exe,,4913,9108270,TCP,403,benign,none,none,0.13
124,2026-02-14T17:31:00Z,10.0.6.64,10.0.1.10,42244,445,corp\admin,file_access,Zeek,WIN-SRV50,ext-news,chrome.exe,,7048,6185171,TCP,0,benign,none,none,0.02
125,2026-02-14T14:13:00Z,10.0.2.247,198.51.100.45,63485,443,corp\admin,file_access,Windows_EventLog,WIN-SRV50,DC01,winlogon.exe,,7661,147248,TCP,403,benign,none,none,0.11
126,2026-02-15T04:40:00Z,10.0.9.179,151.101.1.69,48127,3389,corp\jdoe,login,Windows_EventLog,WIN-WS22,FILE01,chrome.exe,,7871,274406,TCP,200,benign,none,none,0.01
127,2026-02-14T15:28:00Z,10.0.6.254,151.101.1.69,55058,3389,corp\jdoe,process_exec,Sysmon,WIN-WS21,ext-news,chrome.exe,,1774,6236583,TCP,0,benign,none,none,0.01
128,2026-02-14T10:49:00Z,10.0.5.66,198.51.100.45,52455,443,corp\asmith,process_exec,Zeek,WIN-WS21,FILE01,chrome.exe,,9729,6939871,TCP,0,benign,none,none,0.12
129,2026-02-14T21:21:00Z,10.0.2.195,203.0.113.88,57671,443,corp\jdoe,file_access,Zeek,WIN-WS21,FILE01,chrome.exe,,1223,7786368,TCP,403,benign,none,none,0.08
130,2026-02-14T10:53:00Z,10.0.8.36,151.101.1.69,41604,3389,corp\jdoe,process_exec,Windows_EventLog,WIN-SRV50,DC01,backup.exe,,9583,6928903,TCP,0,benign,none,none,0.08
131,2026-02-14T15:28:00Z,10.0.6.194,198.51.100.45,48682,445,corp\admin,process_exec,Zeek,WIN-WS22,FILE01,powershell.exe,,1871,2629493,TCP,403,benign,none,none,0.07
132,2026-02-14T21:50:00Z,10.0.5.131,198.51.100.45,41934,3389,corp\jdoe,login,Zeek,WIN-WS21,FILE01,winlogon.exe,,2408,3588691,TCP,403,benign,none,none,0.07
133,2026-02-14T08:08:00Z,10.0.1.117,203.0.113.88,53051,445,corp\jdoe,login,Windows_EventLog,WIN-SRV50,FILE01,winlogon.exe,,8047,7136881,TCP,200,benign,none,none,0.1
134,2026-02-14T09:19:00Z,10.0.1.21,198.51.100.45,64930,445,corp\jdoe,network_flow,Windows_EventLog,WIN-SRV50,DC01,backup.exe,,5075,5795363,TCP,403,benign,none,none,0.08
135,2026-02-14T17:10:00Z,10.0.1.228,203.0.113.88,59698,445,corp\admin,process_exec,Zeek,WIN-WS22,ext-news,winlogon.exe,,3617,2835632,TCP,403,benign,none,none,0.07
136,2026-02-15T06:00:00Z,10.0.3.62,151.101.1.69,46062,445,corp\jdoe,process_exec,Zeek,WIN-WS21,ext-news,winlogon.exe,,3189,8488293,TCP,403,benign,none,none,0.02
137,2026-02-14T08:41:00Z,10.0.3.165,10.0.1.10,45033,445,corp\jdoe,network_flow,Zeek,WIN-SRV50,DC01,backup.exe,,2228,7892645,TCP,403,benign,none,none,0.07
